     1001  70
      0    6371    1811
      1    6390    1811
      2    6416    1810
      3    6443    1810
      4    6390    1810
      5    6494    1810
      6    6553    1808
      7    6558    1808
      8    6638    1808
      9    6606    1808
     10    6694    1808
     11    6722    1808
     12    6753    1807
     13    6755    1807
     14    6552    1805
     15    6569    1800
     16    6489    1798
     17    6751    1798
     18    6386    1797
     19    6416    1795
     20    6738    1790
     21    6445    1785
     22    6436    1785
     23    6736    1784
     24    6464    1784
     25    6431    1783
     26    6416    1783
     27    6415    1782
     28    6370    1782
     29    6543    1781
     30    6543    1780
     31    6423    1780
     32    6606    1780
     33    6406    1780
     34    6405    1780
     35    6481    1779
     36    6779    1779
     37    6406    1779
     38    6417    1778
     39    6618    1777
     40    6588    1776
     41    6492    1776
     42    6466    1776
     43    6613    1775
     44    6424    1774
     45    6605    1774
     46    6415    1774
     47    6529    1773
     48    6539    1773
     49    6542    1772
     50    6416    1772
     51    6339    1769
     52    6553    1769
     53    6621    1769
     54    6603    1768
     55    6356    1768
     56    6411    1768
     57    6416    1768
     58    6422    1768
     59    6607    1768
     60    6428    1768
     61    6459    1767
     62    6462    1767
     63    6569    1766
     64    6569    1766
     65    6758    1765
     66    6589    1765
     67    6601    1765
     68    6604    1764
     69    6596    1764
     70    6602    1763
     71    6543    1763
     72    6597    1761
     73    6603    1761
     74    6596    1761
     75    6596    1761
     76    6422    1760
     77    6782    1760
     78    6416    1760
     79    6687    1759
     80    6401    1759
     81    6783    1759
     82    6589    1759
     83    6589    1759
     84    6419    1758
     85    6416    1758
     86    6708    1758
     87    6422    1757
     88    6763    1757
     89    6540    1757
     90    6643    1757
     91    6540    1756
     92    6618    1756
     93    6688    1755
     94    6428    1755
     95    6682    1755
     96    6453    1755
     97    6462    1754
     98    6589    1754
     99    6569    1751
    100    6703    1751
    101    6568    1751
    102    6482    1751
    103    6567    1751
    104    6569    1751
    105    6568    1751
    106    6541    1751
    107    6547    1750
    108    6561    1750
    109    6560    1750
    110    6559    1750
    111    6559    1750
    112    6556    1750
    113    6565    1750
    114    6562    1749
    115    6699    1748
    116    6561    1748
    117    6336    1748
    118    6561    1748
    119    6709    1748
    120    6445    1747
    121    6744    1747
    122    6514    1746
    123    6710    1746
    124    6710    1746
    125    6448    1746
    126    6554    1746
    127    6540    1745
    128    6549    1745
    129    6549    1745
    130    6550    1745
    131    6748    1745
    132    6688    1744
    133    6527    1744
    134    6654    1744
    135    6686    1743
    136    6537    1743
    137    6765    1742
    138    6693    1742
    139    6536    1742
    140    6527    1741
    141    6535    1740
    142    6767    1739
    143    6458    1738
    144    6608    1738
    145    6770    1737
    146    6685    1737
    147    6548    1737
    148    6770    1737
    149    6776    1737
    150    6607    1736
    151    6413    1735
    152    6514    1734
    153    6771    1734
    154    6537    1734
    155    6513    1734
    156    6629    1733
    157    6411    1731
    158    6679    1731
    159    6720    1731
    160    6763    1729
    161    6408    1729
    162    6408    1729
    163    6548    1729
    164    6603    1729
    165    6789    1728
    166    6408    1728
    167    6687    1726
    168    6759    1726
    169    6481    1726
    170    6758    1724
    171    6400    1724
    172    6440    1723
    173    6550    1723
    174    6407    1723
    175    6637    1723
    176    6558    1723
    177    6401    1723
    178    6732    1722
    179    6392    1722
    180    6405    1721
    181    6409    1721
    182    6406    1721
    183    6484    1720
    184    6409    1720
    185    6468    1720
    186    6481    1720
    187    6755    1719
    188    6440    1718
    189    6402    1718
    190    6607    1718
    191    6757    1717
    192    6549    1714
    193    6549    1714
    194    6574    1714
    195    6689    1714
    196    6754    1713
    197    6542    1713
    198    6534    1713
    199    6675    1713
    200    6675    1712
    201    6743    1712
    202    6749    1712
    203    6752    1711
    204    6660    1710
    205    6331    1710
    206    6504    1708
    207    6513    1708
    208    6744    1708
    209    6765    1707
    210    6402    1706
    211    6402    1705
    212    6547    1705
    213    6770    1705
    214    6745    1704
    215    6513    1704
    216    6655    1701
    217    6617    1700
    218    6644    1700
    219    6655    1699
    220    6704    1699
    221    6653    1697
    222    6410    1697
    223    6653    1696
    224    6627    1696
    225    6652    1696
    226    6706    1695
    227    6651    1694
    228    6797    1693
    229    6549    1691
    230    6618    1691
    231    6613    1691
    232    6532    1690
    233    6396    1690
    234    6404    1690
    235    6549    1690
    236    6549    1690
    237    6412    1690
    238    6418    1690
    239    6686    1690
    240    6602    1689
    241    6718    1689
    242    6610    1689
    243    6619    1689
    244    6792    1689
    245    6680    1689
    246    6474    1688
    247    6659    1688
    248    6644    1687
    249    6675    1687
    250    6707    1686
    251    6604    1686
    252    6686    1685
    253    6389    1685
    254    6670    1684
    255    6726    1684
    256    6422    1684
    257    6781    1682
    258    6729    1682
    259    6728    1681
    260    6619    1680
    261    6800    1680
    262    6732    1679
    263    6738    1678
    264    6425    1678
    265    6785    1677
    266    6422    1677
    267    6424    1677
    268    6677    1676
    269    6659    1675
    270    6556    1675
    271    6550    1675
    272    6611    1674
    273    6773    1674
    274    6424    1674
    275    6633    1674
    276    6553    1673
    277    6326    1673
    278    6552    1673
    279    6553    1672
    280    6422    1672
    281    6558    1672
    282    6560    1672
    283    6556    1672
    284    6561    1672
    285    6553    1672
    286    6567    1671
    287    6679    1671
    288    6720    1671
    289    6715    1671
    290    6564    1671
    291    6676    1671
    292    6546    1671
    293    6569    1670
    294    6677    1669
    295    6680    1669
    296    6426    1668
    297    6569    1668
    298    6568    1668
    299    6567    1668
    300    6344    1668
    301    6369    1668
    302    6747    1667
    303    6553    1667
    304    6617    1667
    305    6559    1667
    306    6598    1667
    307    6608    1667
    308    6559    1667
    309    6513    1666
    310    6489    1666
    311    6349    1666
    312    6554    1666
    313    6553    1666
    314    6616    1665
    315    6681    1665
    316    6681    1665
    317    6623    1664
    318    6763    1664
    319    6460    1664
    320    6561    1664
    321    6756    1664
    322    6643    1664
    323    6761    1663
    324    6763    1662
    325    6361    1661
    326    6359    1661
    327    6361    1661
    328    6361    1660
    329    6379    1660
    330    6733    1660
    331    6564    1660
    332    6349    1659
    333    6557    1659
    334    6353    1658
    335    6353    1658
    336    6405    1658
    337    6351    1657
    338    6637    1657
    339    6353    1656
    340    6555    1656
    341    6778    1655
    342    6349    1655
    343    6356    1653
    344    6422    1652
    345    6427    1652
    346    6429    1652
    347    6805    1651
    348    6702    1651
    349    6359    1651
    350    6575    1649
    351    6649    1649
    352    6363    1649
    353    6363    1649
    354    6340    1648
    355    6364    1647
    356    6572    1647
    357    6715    1647
    358    6667    1647
    359    6335    1646
    360    6555    1646
    361    6686    1644
    362    6685    1644
    363    6686    1644
    364    6682    1643
    365    6693    1643
    366    6685    1643
    367    6686    1643
    368    6606    1642
    369    6700    1641
    370    6648    1640
    371    6690    1640
    372    6445    1640
    373    6689    1640
    374    6692    1640
    375    6705    1639
    376    6707    1638
    377    6692    1638
    378    6605    1637
    379    6685    1637
    380    6429    1637
    381    6711    1636
    382    6575    1636
    383    6690    1636
    384    6448    1636
    385    6706    1635
    386    6704    1635
    387    6679    1635
    388    6605    1635
    389    6603    1634
    390    6398    1633
    391    6741    1632
    392    6714    1632
    393    6674    1631
    394    6684    1631
    395    6373    1630
    396    6532    1630
    397    6772    1630
    398    6808    1630
    399    6772    1630
    400    6750    1630
    401    6806    1630
    402    6805    1630
    403    6809    1629
    404    6781    1629
    405    6698    1629
    406    6698    1629
    407    6367    1629
    408    6624    1628
    409    6623    1628
    410    6554    1628
    411    6623    1627
    412    6677    1627
    413    6767    1627
    414    6422    1626
    415    6424    1626
    416    6776    1625
    417    6770    1625
    418    6776    1625
    419    6410    1625
    420    6772    1625
    421    6772    1625
    422    6555    1625
    423    6396    1625
    424    6422    1625
    425    6390    1624
    426    6401    1624
    427    6424    1623
    428    6772    1623
    429    6770    1623
    430    6392    1622
    431    6403    1622
    432    6404    1622
    433    6518    1621
    434    6645    1621
    435    6720    1620
    436    6766    1620
    437    6686    1620
    438    6686    1620
    439    6772    1620
    440    6336    1619
    441    6558    1617
    442    6319    1617
    443    6473    1616
    444    6422    1616
    445    6448    1615
    446    6653    1615
    447    6458    1614
    448    6655    1613
    449    6720    1613
    450    6457    1612
    451    6473    1611
    452    6476    1611
    453    6720    1611
    454    6697    1611
    455    6482    1610
    456    6697    1610
    457    6747    1610
    458    6496    1609
    459    6562    1609
    460    6696    1609
    461    6491    1609
    462    6661    1608
    463    6746    1608
    464    6483    1607
    465    6496    1607
    466    6457    1607
    467    6746    1606
    468    6744    1606
    469    6740    1606
    470    6479    1605
    471    6475    1605
    472    6483    1603
    473    6484    1602
    474    6417    1602
    475    6445    1601
    476    6586    1601
    477    6440    1600
    478    6747    1600
    479    6562    1600
    480    6699    1599
    481    6723    1599
    482    6657    1599
    483    6595    1596
    484    6394    1595
    485    6402    1595
    486    6340    1594
    487    6817    1593
    488    6725    1592
    489    6526    1591
    490    6368    1591
    491    6741    1590
    492    6591    1588
    493    6597    1586
    494    6587    1586
    495    6604    1586
    496    6590    1586
    497    6587    1585
    498    6586    1585
    499    6588    1584
    500    6614    1584
    501    6586    1584
    502    6463    1584
